RiderID,RaceName,RaceType,Year,Position,BikeNumber,RiderURL,Rider1,Rider2,Machine,Time,Speed
4123,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,10,18,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4123,Greg Lambert,Sally Wilson,600 DMR HONDA,03:04.6,107.954
3743,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,11,16,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3743,Kenny Howles,Doug Jewell,600 MR Equipe Suzuki,03:15.7,107.354
2461,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,12,29,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2461,Neil Kelly,Jason O'Connor,600 IRESON HONDA,03:25.7,107.071
2679,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,13,22,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2679,Bill Currie,Philip Bridge,600 Yamaha LCR,03:34.0,106.839
4552,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,14,38,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4552,Peter Farrelly,Jason Miller,600 MR Equipe Suzuki,04:19.0,105.593
4512,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,15,21,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4512,Roger Stockton,Peter Alton,600 Baker Yamaha,04:40.3,105.014
4407,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,16,28,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4407,Tony Thirkell,Nigel Barlow,600 MR Equipe Honda,04:41.5,104.981
4263,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,17,27,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4263,Mike Cookson,Kris Hibberd,600 Shelbourne Honda,04:52.3,104.691
4304,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,18,26,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4304,Brian Kelly,Dickie Gale,600 DMR HONDA,05:16.7,104.037
8389,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,19,33,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8389,Francois Leblond,Sylvie Leblond,600 Shelbourne Suzuki,05:33.2,103.6
4406,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,20,54,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4406,Keith Walters,Alun Thomas,600 IRESON HONDA,05:37.0,103.501
3327,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,21,24,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3327,Mick Harvey,Steve Taylor,600 Harvey Suzuki,06:05.0,102.771
8621,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,22,48,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8621,Wayne Lockey,Mark Howard,600 Ireson Yamaha,06:06.7,102.726
9814,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,23,35,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9814,Mike Roscher,Michael Hildebrand,600 DMR HONDA,06:41.7,101.828
9836,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,24,36,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9836,Mark Brown,David Brown,600 IRESON HONDA,06:46.3,101.711
8384,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,25,30,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8384,Nev Jones,Steve Gaunt,600 LCR Kawasaki,07:03.7,101.271
4059,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,26,52,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4059,Brian Alflatt,Herve Chenu,600 Baker Suzuki,07:24.4,100.752
4057,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,27,44,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4057,Wally Saunders,Eddie Kiff,600 Ireson Yamaha,07:34.9,100.491
8618,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,28,37,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8618,Dylan Lynch,Aaron Galligan,600 Yamaha LCR,07:55.9,99.973
9805,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,29,55,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9805,Robert Handcock,Mathew Buckley,600 Baker Yamaha,08:04.3,99.768
8284,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,30,49,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8284,Geoff Smale,Lee Barrett,600 DMR HONDA,08:22.1,99.335
8387,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,31,53,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8387,Andy King,Steven Pooley,600 IRESON HONDA,09:32.9,97.651
4508,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,32,51,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4508,Claude Montagnier,Laurent Seyeux,600 LCR Kawasaki,09:44.0,97.39
4089,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,33,42,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4089,Alan Warner,Bert Vloemans,600 Ireson Suzuki,09:52.9,97.184
8522,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,34,56,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8522,Ruth LAIDLOW,Julie Hanks-Elliott,600 LCR Suzuki,09:55.2,97.131
4409,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,35,32,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4409,Howard Baker,Mike Killingsworth,600 Shelbourne Honda,14:23.7,91.288
3753,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,1,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3753,Dave Molyneux,Daniel Sayle,600 DMR Suzuki,,0
8435,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,4,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8435,Klaus KLAFFENBOCK,Christian Parzer,600 LCR Honda,,0
4306,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,5,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4306,Steve Norbury,Rick Long,600 SHELBOURNE YAMAHA,,0
8239,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,6,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8239,Simon Neary,Jamie Winn,600 Baker Suzuki,,0
4450,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,9,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4450,Andy Laidlow,,600 LCR Suzuki,,0
9832,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,17,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9832,Tim Reeves,Patrick Farrance,600 LCR Suzuki,,0
9793,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,19,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9793,Douglas Wright,Stuart Bond,600 LCR Honda,,0
3754,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,20,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3754,Tony Baker,Fiona Baker-Millingan,600 Baker Suzuki,,0
9843,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,34,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9843,Bryan Peddar,Rod Steadman,600 Windle Suzuki,,0
8618,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,37,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8618,Dylan Lynch,Aaron Galligan,600 LCR Honda,,0
4265,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,39,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4265,Alan Langton,Tim Dixon,600 Baker Yamaha,,0
8407,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,40,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8407,John Saunders,Loic Ansquer,600 MR Equipe Suzuki,,0
3397,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,41,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3397,Eddie Wright,Martin Hull,600 Shelbourne Honda,,0
9819,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,45,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9819,Matthew Sayle,Tony Palacio,600 Windle Suzuki,,0
4969,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,46,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4969,Jean-Claude Huet,Johnathan Huet,600 LCR Honda,,0
4357,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,47,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4357,Peter Allebone,Bob Dowty,600 MR Equipe Suzuki,,0
8440,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,50,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8440,Jean-Louis HERGOTT,Christophe Darras,600 MR Equipe Suzuki,,0
9817,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,57,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9817,David Hirst,Paul Lowther,600 Shelborne Honda,,0
9844,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,58,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9844,Michael Lines,Mike Aylott,600 Shelborne Honda,,0
2559,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,59,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2559,Dick Hawes,Paul Thomas,600 MR EQUIPE YAMAHA,,0
9847,TT 2008 Sure Mobile Sidecar 1 Results,TT 2008 Sure Mobile Sidecar 1 Results,2008,DNF,60,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9847,Camiel Mellege,Simone Van Berckel,600 Windle Suzuki,,0
8526,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,1,6,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8526,Cameron DONALD,,1000 SUZUKI GSXR,11:59.7,125.776
4307,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,2,3,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4307,John McGuinness,,1000 Honda,12:14.8,125.338
8430,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,3,1,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8430,Guy MARTIN,,1000 Honda,12:17.7,125.253
4541,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,4,11,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4541,Ryan Farquhar,,1000 Kawasaki ZX10,12:35.0,124.756
8607,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,5,2,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8607,Conor Cummins,,1000 YAMAHA R1,12:40.3,124.65
4343,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,6,7,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4343,Adrian Archibald,,1000 SUZUKI GSXR,13:15.9,1123.596
3649,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,7,9,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3649,Ian Lougher,,1000 YAMAHA R1,13:33.5,123.103
9782,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,8,10,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9782,Steve Plater,,1000 YAMAHA R1,13:40.9,122.897
4391,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,9,14,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4391,Carl Rennie,,1000 SUZUKI GSXR,13:46.8,122.732
4538,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,10,15,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4538,Dan Stewart,,1000 YAMAHA R1,14:13.3,122.001
8534,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,11,17,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8534,Les SHAND,,1000 YAMAHA R1,14:39.6,121.285
4545,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,12,18,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4545,Ian Pattinson,,1000 SUZUKI GSXR,14:39.8,121.281
4974,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,13,21,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4974,Mark Parrett,,1000 YAMAHA R1,14:42.7,121.203
8379,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,14,8,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8379,Ian Hutchinson,,1000 YAMAHA R1,14:48.8,121.036
4338,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,15,13,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4338,Gary Carswell,,1000 SUZUKI GSXR,15:13.0,120.388
9789,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,16,19,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9789,Ian Mackman,,1000 SUZUKI GSXR,15:47.7,119.469
8603,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,17,27,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8603,Mark  Buckley,,1000 Honda,15:49.1,119.432
4070,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,18,24,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4070,Chris Palmer,,1000 YAMAHA R1,15:55.3,119.269
4959,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,19,25,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4959,Victor Gilmore,,1000 YAMAHA R1,16:09.4,118.903
8158,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,20,23,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8158,Davy Morgan,,1000 SUZUKI GSXR,16:28.1,118.417
8396,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,21,30,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8396,Stephen Oates,,1000 SUZUKI GSXR,16:28.3,118.412
4547,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,22,26,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4547,Paul Owen,,1000 Kawasaki ZX10,16:47.8,117.912
4480,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,23,36,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4480,Paul Dobbs,,1000 SUZUKI GSXR,16:51.4,117.819
8450,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,24,29,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8450,Stefano BONETTI,,1000 SUZUKI GSXR,17:07.6,117.406
4415,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,25,51,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4415,George Spence,,1000 YAMAHA R1,17:18.4,117.133
8349,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,26,33,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8349,John Burrows,,1000 SUZUKI GSXR,17:26.4,116.933
9823,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,27,65,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9823,Robert Barber,,1000 SUZUKI GSXR,17:30.2,116.837
8263,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,28,43,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8263,Craig Atkinson,,1000 Honda,17:47.0,116.414
9790,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,29,72,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9790,David Hewson,,1000 Kawasaki ZX10,18:10.4,115.834
8532,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,30,45,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8532,Paul SHOESMITH,,1000 YAMAHA R1,18:17.9,115.65
3882,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,31,50,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3882,Dave Madsen-Mygdal,,1000 YAMAHA R1,18:37.1,115.18
9849,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,32,46,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9849,Oliver Linsdell,,1000 YAMAHA R1,18:47.5,114.925
3704,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,33,54,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3704,John Crellin,,1000 SUZUKI GSXR,19:06.8,114.458
8250,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,34,53,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8250,Thomas Schoenfelder,,1000 SUZUKI GSXR,19:10.0,114.382
9791,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,35,73,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9791,Antonio Maeso,,1000 YAMAHA R1,19:16.2,114.232
3904,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,36,63,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3904,Chris Petty,,1000 SUZUKI GSXR,19:24.9,114.024
3604,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,37,37,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3604,Jim Hodson,,1000 YAMAHA R1,19:50.5,113.415
8608,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,38,48,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8608,James Edmeades,,1000 Kawasaki ZX10,20:08.7,112.985
8270,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,39,60,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8270,Alan Connor,,1000 SUZUKI GSXR,20:18.2,112.763
4490,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,40,69,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4490,Michael Crellin,,1000 SUZUKI GSXR,20:40.5,112.243
3778,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,41,67,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3778,Toni Rechberger,,1000 Honda,21:42.5,110.824
8455,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,42,42,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8455,David PAREDES,,1000 YAMAHA R1,22:36.0,109.628
4310,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,5,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4310,Bruce Anstey,,1000 SUZUKI GSXR,,0
9783,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,12,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9783,Keith Amor,,1000 Honda,,0
9784,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,16,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9784,Gary Johnson,,1000 Honda,,0
8610,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,22,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8610,Mark Miller,,1000 YAMAHA R1,,0
8267,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,31,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8267,Liam Quinn,,1000 YAMAHA R1,,0
8649,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,34,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8649,Michael Dunlop,,1000 YAMAHA R1,,0
4132,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,35,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4132,Thomas Montano,,1000 SUZUKI GSXR,,0
8605,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,39,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8605,Tim Poole,,1000 YAMAHA R1,,0
9786,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,41,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9786,Roger Maher,,1000 YAMAHA R1,,0
8535,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,46,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8535,Tim MAHER,,1000 SUZUKI GSXR,,0
4539,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,49,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4539,Paul Duckett,,1000 SUZUKI GSXR,,0
8458,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,55,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8458,Keith STEWART,,1000 Kawasaki ZX10,,0
4749,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,56,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4749,Alan (Bud) Jackson,,1000 SUZUKI GSXR,,0
4487,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,57,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4487,Fabrice Miguet,,1000 SUZUKI GSXR,,0
8408,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,59,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8408,Karsten Schmidt,,1098 Ducati,,0
8141,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,61,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8141,Michael Charnock,,1000 Honda,,0
3082,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,62,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3082,Chris McGahan,,1000 YAMAHA R1,,0
9830,TT 2008 Scottish Life International Superstock TT Results,TT 2008 Scottish Life International Superstock TT Results,2008,DNF,64,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9830,Stephen McKnight,,1000 Kawasaki ZX10,,0
9782,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,1,10,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9782,Steve Plater,,600 YAMAHA R6,14:01.1,122.338
4307,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,2,3,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4307,John McGuinness,,600 Honda,14:04.5,122.245
9783,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,3,4,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9783,Keith Amor,,600 Honda,14:12.3,122.03
4541,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,4,7,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4541,Ryan Farquhar,,600 Kawasaki ZX6,14:14.3,121.976
3649,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,5,9,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3649,Ian Lougher,,600 YAMAHA R6,14:15.5,121.942
9784,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,6,18,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9784,Gary Johnson,,600 Honda,14:50.9,120.981
4974,TT 2008 Relentless Supersport Junior TT 1 Results,TT 2008 Relentless Supersport Junior TT 1 Results,2008,7,11,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4974,Mark Parrett,,600 YAMAHA R6,15:26.9,120.02
